,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Status,Sold Amount,Time Sold,Beds,Bath,Living Area,Lot Size,ZEstimate,Docket Count,Day Count,Place in Line,Court Year,Status Binary,Association Binary,Defendant Count,Previous Auctions
140,2020-11-16,1270004,533060.41,162068.00,HIDDEN,Sold to Plaintiff,153400.00,09:30 AM,2.0,2.0,922.0,0.0,218218,110.0,38,22,2018,1.0,1.0,6.0,1.0
141,2020-11-16,1273480,547132.41,112419.00,540000.00,Sold to Plaintiff,425100.00,11:25 AM,2.0,2.0,1563.0,6250.0,599561,81.0,38,29,2019,1.0,0.0,6.0,3.0
142,2020-11-10,1272414,0.00,447032.00,HIDDEN,Canceled per Order,,,2.0,2.0,1707.0,0.0,552305,29.0,31,29,2020,0.0,1.0,1.0,2.0
143,2020-11-10,1273468,181073.96,256276.00,HIDDEN,Canceled per Order,,,4.0,2.0,2058.0,18447.0,631123,112.0,31,13,2018,0.0,1.0,12.0,5.0
144,2020-11-10,1273093,352391.63,308339.00,377051.11,Sold to Plaintiff,320100.00,09:43 AM,3.0,2.0,1904.0,8025.0,379368,121.0,31,12,2018,1.0,1.0,5.0,2.0
146,2020-11-10,1272494,364027.05,167430.00,HIDDEN,Sold to Plaintiff,322100.00,09:42 AM,4.0,2.0,1692.0,4000.0,0,103.0,31,10,2018,1.0,1.0,9.0,5.0
147,2020-11-10,1271326,69189.71,136054.00,HIDDEN,Canceled per Order,,,3.0,1.0,840.0,7500.0,210069,106.0,31,15,2018,0.0,1.0,5.0,4.0
148,2020-11-10,1273487,115467.57,104843.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1548.0,0.0,192518,117.0,31,11,2018,0.0,1.0,8.0,2.0
149,2020-11-10,1273295,97850.65,94242.00,HIDDEN,Canceled per Order,,,3.0,2.0,1471.0,6000.0,292714,68.0,31,18,2019,0.0,0.0,1.0,2.0
150,2020-11-10,1274218,34908.40,61310.00,HIDDEN,Sold to 3rd Party,55400.00,09:44 AM,0.0,1.0,410.0,0.0,0,94.0,31,16,2018,1.0,1.0,5.0,1.0
152,2020-11-10,1273507,332402.15,117718.00,HIDDEN,Sold to Plaintiff,283100.00,09:03 AM,4.0,2.0,1988.0,3473.0,329942,229.0,31,1,2010,1.0,0.0,4.0,2.0
153,2020-11-10,1274188,8366.00,164000.00,HIDDEN,Other,,,3.0,2.0,1432.0,2025.0,223830,115.0,31,17,2019,,1.0,5.0,1.0
156,2020-11-10,1273449,361431.55,216035.00,413056.35,Canceled per Bankruptcy,,,2.0,1.0,1323.0,4657.0,455138,86.0,31,14,2018,0.0,0.0,3.0,5.0
157,2020-11-10,1272946,135174.33,162263.00,180074.33,Sold to 3rd Party,180100.00,09:58 AM,3.0,2.0,1380.0,6450.0,278263,58.0,31,26,2019,1.0,0.0,2.0,5.0
158,2020-11-10,1274039,339756.06,150587.00,HIDDEN,Sold to Plaintiff,299100.00,09:09 AM,2.0,1.0,1527.0,8475.0,394569,184.0,31,4,2014,1.0,0.0,1.0,6.0
159,2020-11-10,1273501,450347.73,245374.00,HIDDEN,Canceled per County,,,5.0,3.0,2663.0,5500.0,474734,109.0,31,8,2017,0.0,1.0,3.0,4.0
160,2020-11-10,1274187,276490.27,328435.00,HIDDEN,Canceled per Order,,,3.0,2.0,1950.0,0.0,0,73.0,31,19,2019,0.0,1.0,5.0,1.0
161,2020-11-10,1273650,315575.71,163136.00,HIDDEN,Sold to Plaintiff,233700.00,09:55 AM,4.0,1.0,1414.0,11737.6,308113,93.0,31,23,2019,1.0,0.0,2.0,1.0
162,2020-11-10,1273745,371343.43,314667.00,HIDDEN,Canceled per Bankruptcy,,,5.0,3.0,3830.0,9523.0,447299,106.0,31,22,2019,0.0,1.0,14.0,2.0
163,2020-11-10,1274735,94781.61,2584000.00,94781.61,Sold to 3rd Party,235100.00,10:08 AM,3.0,4.0,3529.0,1.0,5168404,47.0,31,27,2019,1.0,1.0,1.0,1.0
164,2020-11-10,1275437,156423.95,149171.00,159878.09,Sold to 3rd Party,178100.00,09:47 AM,2.0,1.0,1189.0,7000.0,252102,73.0,31,20,2019,1.0,0.0,2.0,1.0
165,2020-11-10,1274907,453434.34,300245.00,HIDDEN,Sold to Plaintiff,385100.00,09:08 AM,4.0,2.0,3268.0,14082.0,561220,110.0,31,3,2013,1.0,0.0,5.0,3.0
166,2020-11-10,1273564,333547.50,321275.00,300000.00,Sold to 3rd Party,342400.00,09:51 AM,4.0,3.0,2417.0,6020.0,443961,66.0,31,21,2019,1.0,0.0,2.0,4.0
168,2020-11-10,1272177,314719.24,332737.00,HIDDEN,Sold to Plaintiff,367100.00,09:07 AM,4.0,3.0,2690.0,4400.0,430407,215.0,31,2,2013,1.0,1.0,4.0,6.0
169,2020-11-10,1272421,496510.17,118769.00,HIDDEN,Sold to Plaintiff,200600.00,09:13 AM,3.0,1.0,1695.0,9030.0,275103,166.0,31,5,2015,1.0,1.0,3.0,5.0
170,2020-11-10,1273654,376538.03,264827.00,300000.00,Sold to 3rd Party,321100.00,09:23 AM,3.0,2.0,1357.0,7500.0,400713,148.0,31,6,2016,1.0,1.0,4.0,5.0
171,2020-11-10,1273267,590108.98,405900.00,550000.00,Sold to Plaintiff,3800.00,09:56 AM,2.0,2.0,926.0,0.0,498773,74.0,31,24,2019,1.0,1.0,4.0,2.0
173,2020-11-09,1272982,265302.28,131937.00,140250.00,Canceled per County,,,2.0,1.0,1000.0,0.0,0,89.0,22,14,2019,0.0,1.0,4.0,2.0
174,2020-11-09,1274170,213137.62,133238.00,HIDDEN,Canceled per Order,,,3.0,2.0,1090.0,0.0,235316,49.0,22,17,2019,0.0,1.0,2.0,1.0
175,2020-11-09,1275596,11951895.85,9259955.00,HIDDEN,Canceled per County,,,6.0,5.0,7565.0,33000.0,14076417,49.0,22,18,2019,0.0,0.0,3.0,1.0
176,2020-11-09,1272587,22229.10,348550.00,HIDDEN,Canceled per Order,,,2.0,2.0,1464.0,0.0,446123,31.0,22,19,2020,0.0,1.0,1.0,3.0
177,2020-11-09,1267905,593651.75,408004.00,HIDDEN,Canceled per Order,,,3.0,2.0,2123.0,7500.0,523097,67.0,22,20,2020,0.0,0.0,2.0,1.0
178,2020-11-09,1271944,15265.22,263000.00,HIDDEN,Canceled per County,,,3.0,2.0,1712.0,0.0,336778,32.0,22,21,2020,0.0,1.0,1.0,1.0
179,2020-11-09,1271315,72198.92,54068.00,HIDDEN,Canceled per County,,,3.0,1.0,930.0,0.0,115966,139.0,22,10,2019,0.0,1.0,1.0,1.0
180,2020-11-09,1273462,331686.56,177831.00,HIDDEN,Canceled per Order,,,3.0,2.0,2126.0,5232.0,394567,82.0,22,2,2016,0.0,1.0,5.0,1.0
181,2020-11-09,1275085,345683.85,135777.00,HIDDEN,Canceled per County,,,4.0,3.0,1690.0,6900.0,0,175.0,22,5,2017,0.0,1.0,12.0,2.0
182,2020-11-09,1271864,733959.90,304815.00,469700.00,Canceled per County,,,6.0,4.0,2711.0,7656.0,496102,141.0,22,3,2016,0.0,0.0,12.0,1.0
183,2020-11-09,1270899,193985.55,86095.00,HIDDEN,Canceled per County,,,2.0,1.0,800.0,7159.0,242047,73.0,22,15,2019,0.0,0.0,8.0,1.0
184,2020-11-09,1270890,438129.47,83939.00,306850.00,Canceled per County,,,4.0,2.0,1789.0,6362.0,326599,67.0,22,13,2019,0.0,1.0,1.0,2.0
185,2020-11-09,1272957,130645.01,77089.00,HIDDEN,Canceled per County,,,2.0,2.0,898.0,0.0,152704,104.0,22,4,2017,0.0,1.0,3.0,4.0
186,2020-11-09,1273465,310098.10,125506.00,HIDDEN,Canceled per County,,,2.0,2.0,1143.0,0.0,241553,70.0,22,16,2019,0.0,1.0,4.0,1.0
187,2020-11-09,1270981,395630.39,183751.00,HIDDEN,Canceled per Order,,,3.0,2.0,1861.0,7620.0,0,103.0,22,11,2019,0.0,0.0,2.0,3.0
188,2020-11-09,1272970,303308.43,169665.00,230000.00,Canceled per County,,,1.0,1.0,816.0,0.0,0,86.0,22,9,2018,0.0,1.0,4.0,2.0
189,2020-11-09,1272965,801419.28,250514.00,HIDDEN,Canceled per County,,,3.0,3.0,1864.0,4630.0,398019,96.0,22,8,2018,0.0,1.0,4.0,1.0
190,2020-11-09,1275555,501242.11,142932.00,364800.00,Canceled per County,,,3.0,2.0,1780.0,4606.0,386795,196.0,22,1,2012,0.0,0.0,7.0,1.0
191,2020-11-09,1271159,309684.04,219600.00,HIDDEN,Canceled per County,,,3.0,2.0,1420.0,4675.0,347397,80.0,22,7,2018,0.0,0.0,2.0,3.0
192,2020-11-09,1272179,435966.65,171802.00,HIDDEN,Canceled per Order,,,2.0,1.0,974.0,7500.0,300193,148.0,22,6,2018,0.0,0.0,13.0,1.0
193,2020-11-09,1273649,792404.27,355814.00,299900.00,Canceled per County,,,2.0,2.0,1509.0,0.0,491857,74.0,22,12,2019,0.0,1.0,10.0,1.0
194,2020-11-09,1273953,8630.40,223000.00,HIDDEN,Canceled per Order,,,2.0,2.0,1423.0,0.0,259912,37.0,22,22,2020,0.0,1.0,2.0,1.0
195,2020-11-03,1267319,30977.36,68447.00,100.00,Canceled per Bankruptcy,,,3.0,2.0,1120.0,0.0,205199,57.0,8,5,2018,0.0,1.0,1.0,1.0
196,2020-11-03,1267325,3040529.26,178919.00,HIDDEN,Canceled per Order,,,3.0,2.0,1658.0,9000.0,0,138.0,8,4,2018,0.0,0.0,3.0,3.0
197,2020-11-03,1273882,345683.85,135777.00,HIDDEN,Canceled per Order,,,4.0,3.0,1690.0,6900.0,0,175.0,8,3,2017,0.0,1.0,12.0,2.0
198,2020-11-03,1269525,277088.79,144043.00,268800.00,Sold to 3rd Party,290200.00,09:14 AM,3.0,3.0,1512.0,2400.0,338142,149.0,8,1,2014,1.0,1.0,6.0,7.0
199,2020-11-03,1271183,178077.41,658796.00,183358.79,Sold to 3rd Party,190100.00,09:20 AM,4.0,3.0,2426.0,15146.0,916833,92.0,8,6,2019,1.0,0.0,1.0,1.0
200,2020-11-03,1273886,295482.78,152054.00,183358.79,Other,,,2.0,1.0,1085.0,8250.0,315978,94.0,8,7,2019,,0.0,5.0,1.0
201,2020-11-03,1273982,7092.36,147826.00,HIDDEN,Canceled per Order,,,3.0,2.0,1693.0,3867.0,247947,36.0,8,8,2019,0.0,1.0,1.0,1.0
202,2020-11-03,1273481,442214.69,185000.00,HIDDEN,Sold to Plaintiff,240100.00,09:19 AM,4.0,3.0,1712.0,1835.0,274236,252.0,8,2,2016,1.0,1.0,7.0,2.0
204,2020-11-02,1270653,117697.13,143281.00,HIDDEN,Sold to 3rd Party,203100.00,09:50 AM,2.0,2.0,1106.0,0.0,217509,83.0,33,29,2019,1.0,1.0,4.0,3.0
205,2020-11-02,1271444,137232.50,213800.00,HIDDEN,Sold to 3rd Party,152200.00,09:43 AM,0.0,1.0,570.0,0.0,276210,65.0,33,28,2019,1.0,1.0,3.0,3.0
206,2020-11-02,1270905,142959.70,84049.00,HIDDEN,Canceled per County,,,1.0,1.0,737.0,0.0,140671,46.0,33,27,2019,0.0,1.0,3.0,1.0
207,2020-11-02,1270425,229523.15,127223.00,HIDDEN,Canceled per Order,,,2.0,2.0,965.0,0.0,175500,101.0,33,17,2018,0.0,1.0,7.0,4.0
208,2020-11-02,1272135,31098.06,1059725.00,HIDDEN,Canceled per Order,,,3.0,2.0,1711.0,0.0,1393483,65.0,33,20,2018,0.0,1.0,2.0,1.0
209,2020-11-02,1272006,590423.54,407788.00,590423.54,Sold to Plaintiff,345600.00,09:33 AM,5.0,4.0,3945.0,7761.0,564087,83.0,33,25,2019,1.0,1.0,4.0,1.0
210,2020-11-02,1271946,600969.45,513166.00,423000.00,Sold to Plaintiff,169100.00,09:53 AM,0.0,0.0,1300.0,0.0,683901,78.0,33,32,2019,1.0,1.0,8.0,1.0
211,2020-11-02,1272174,169254.60,135777.00,HIDDEN,Sold to 3rd Party,169300.00,09:31 AM,3.0,1.0,1257.0,12000.0,270860,124.0,33,21,2019,1.0,0.0,4.0,1.0
212,2020-11-02,1270389,6169144.20,3975382.00,6600000.00,Sold to Plaintiff,800100.00,09:27 AM,5.0,5.0,11684.0,51836.0,0,142.0,33,15,2017,1.0,1.0,4.0,5.0
213,2020-11-02,1270590,457589.74,290570.00,HIDDEN,Sold to Plaintiff,197100.00,09:37 AM,1.0,1.0,988.0,0.0,340797,59.0,33,26,2019,1.0,1.0,3.0,1.0
214,2020-11-02,1273329,66469.92,207364.00,HIDDEN,Canceled per County,,,3.0,2.0,1358.0,8734.0,291807,62.0,33,31,2019,0.0,0.0,9.0,1.0
215,2020-11-02,1270392,185965.81,117000.00,HIDDEN,Canceled per Order,,,1.0,1.0,810.0,0.0,0,81.0,33,18,2018,0.0,1.0,4.0,2.0
216,2020-11-02,1271448,342348.19,185732.00,HIDDEN,Canceled per Order,,,3.0,2.0,1673.0,8400.0,431359,79.0,33,3,2012,0.0,0.0,3.0,1.0
217,2020-11-02,1272255,252737.07,124460.00,224900.00,Canceled per Bankruptcy,,,3.0,2.0,2142.0,7851.0,325404,158.0,33,7,2015,0.0,0.0,5.0,6.0
218,2020-11-02,1272180,295860.54,81452.00,HIDDEN,Sold to 3rd Party,328200.00,09:52 AM,2.0,1.0,990.0,5000.0,412715,92.0,33,30,2019,1.0,1.0,5.0,1.0
219,2020-11-02,1271296,87981.37,99000.00,95781.12,Sold to Plaintiff,70100.00,09:32 AM,2.0,1.0,859.0,2940.0,169582,49.0,33,24,2019,1.0,0.0,2.0,4.0
221,2020-11-02,1273000,16931.01,70584.00,16931.01,Canceled per Order,,,2.0,1.0,874.0,0.0,204976,64.0,33,23,2019,0.0,1.0,2.0,1.0
222,2020-11-02,1271443,345508.04,168317.00,HIDDEN,Sold to Plaintiff,242100.00,09:13 AM,2.0,1.0,2181.0,6000.0,327509,118.0,33,12,2016,1.0,1.0,2.0,5.0
223,2020-11-02,1271989,101250.00,145950.00,HIDDEN,Canceled per Order,,,3.0,2.0,1218.0,0.0,193037,41.0,33,33,2020,0.0,0.0,1.0,2.0
224,2020-11-02,1270131,399740.61,194000.00,HIDDEN,Sold to 3rd Party,249100.00,09:26 AM,1.0,1.0,654.0,0.0,282481,114.0,33,13,2017,1.0,1.0,7.0,1.0
225,2020-11-02,1270426,240561.75,175000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1705.0,1760.0,263218,217.0,33,2,2009,0.0,1.0,6.0,7.0
226,2020-11-02,1272178,119907.18,77462.00,HIDDEN,Canceled per Order,,,3.0,2.0,1690.0,3910.0,143460,173.0,33,5,2015,0.0,1.0,12.0,1.0
227,2020-11-02,1270232,649038.13,440762.00,HIDDEN,Canceled per Order,,,4.0,3.0,2439.0,18270.0,658717,185.0,33,4,2014,0.0,1.0,4.0,4.0
228,2020-11-02,1270592,242875.91,68929.00,175000.00,Sold to Plaintiff,5100.00,09:01 AM,1.0,1.0,700.0,0.0,145055,155.0,33,8,2015,1.0,1.0,3.0,1.0
229,2020-11-02,1257275,416601.39,146019.00,HIDDEN,Canceled per County,,,3.0,2.0,1857.0,7800.0,331357,126.0,33,6,2015,0.0,1.0,4.0,3.0
230,2020-11-02,1271167,247393.50,110000.00,HIDDEN,Sold to Plaintiff,1900.00,09:02 AM,3.0,2.0,1194.0,0.0,141449,239.0,33,9,2015,1.0,1.0,9.0,5.0
231,2020-11-02,1271451,506114.88,325001.00,HIDDEN,Canceled per Order,,,4.0,3.0,1985.0,7772.0,485269,133.0,33,10,2016,0.0,1.0,8.0,6.0
232,2020-11-02,1271804,515375.85,310000.00,443000.00,Canceled per Bankruptcy,,,4.0,3.0,2150.0,0.0,449368,112.0,33,19,2018,0.0,1.0,6.0,2.0
233,2020-11-02,1271442,231181.13,158410.00,213909.04,Sold to Plaintiff,169100.00,09:28 AM,3.0,2.0,996.0,8580.0,252700,119.0,33,16,2018,1.0,0.0,4.0,1.0
234,2020-11-02,1270404,481364.51,217851.00,285000.00,Canceled per Bankruptcy,,,4.0,2.0,1871.0,13800.0,0,256.0,33,1,2009,0.0,0.0,6.0,10.0
235,2020-11-02,1271803,291369.72,73088.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1415.0,0.0,194351,121.0,33,14,2017,0.0,1.0,6.0,2.0
236,2020-10-28,1273067,22236.01,354197.00,27200.00,Sold to 3rd Party,69100.00,09:09 AM,2.0,2.0,1088.0,0.0,411577,63.0,2,2,2019,1.0,1.0,2.0,1.0
238,2020-10-27,1272524,284073.37,108025.00,HIDDEN,Canceled per County,,,3.0,2.0,1431.0,4750.0,384736,80.0,15,8,2019,0.0,0.0,1.0,2.0
240,2020-10-27,1270010,237959.97,174185.00,HIDDEN,Canceled per Order,,,2.0,2.0,2798.0,40946.4,420488,109.0,15,6,2018,0.0,0.0,4.0,2.0
241,2020-10-27,1272523,398092.95,396732.00,398092.95,Sold to 3rd Party,636100.00,09:06 AM,3.0,1.0,1866.0,8000.0,732555,259.0,15,3,2014,1.0,0.0,7.0,10.0
242,2020-10-27,1268846,214978.55,167575.00,214978.55,Canceled per Bankruptcy,,,3.0,3.0,1747.0,8240.0,396503,303.0,15,7,2019,0.0,1.0,41.0,3.0
243,2020-10-27,1271435,347098.06,113683.00,HIDDEN,Canceled per Order,,,3.0,1.0,1244.0,7666.0,284802,39.0,15,12,2019,0.0,0.0,1.0,2.0
244,2020-10-27,1272983,273208.71,173304.00,214000.00,Sold to Plaintiff,170100.00,09:07 AM,0.0,1.0,638.0,0.0,0,183.0,15,4,2015,1.0,1.0,6.0,2.0
247,2020-10-27,1269663,1013442.40,708897.00,HIDDEN,Canceled per Bankruptcy,,,5.0,5.0,3624.0,5100.0,805475,54.0,15,13,2019,0.0,1.0,2.0,1.0
248,2020-10-27,1271484,557497.66,179030.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1578.0,1430.0,331914,58.0,15,10,2019,0.0,1.0,10.0,1.0
249,2020-10-27,1273127,261318.57,134211.00,175500.00,Sold to Plaintiff,120600.00,09:34 AM,2.0,2.0,1502.0,0.0,206239,164.0,15,15,2020,1.0,1.0,26.0,1.0
250,2020-10-27,1273125,386489.65,300178.00,HIDDEN,Sold to Plaintiff,375100.00,09:19 AM,4.0,3.0,1939.0,4528.0,407599,114.0,15,9,2019,1.0,1.0,8.0,1.0
251,2020-10-27,1271452,13915.59,74065.00,HIDDEN,Sold to 3rd Party,74000.00,09:33 AM,1.0,1.0,875.0,0.0,109908,61.0,15,14,2020,1.0,1.0,3.0,1.0
252,2020-10-27,1273124,204432.76,158480.00,201000.00,Sold to 3rd Party,218100.00,09:24 AM,3.0,1.0,816.0,10080.0,259027,58.0,15,11,2019,1.0,0.0,3.0,1.0
253,2020-10-26,1270980,171482.20,245219.00,HIDDEN,Sold to 3rd Party,265500.00,09:06 AM,3.0,2.0,1615.0,5600.0,358666,278.0,16,3,2013,1.0,1.0,2.0,4.0
254,2020-10-26,1269504,296359.52,239612.00,HIDDEN,Sold to Plaintiff,262100.00,09:19 AM,4.0,2.0,2094.0,5000.0,312881,85.0,16,11,2019,1.0,1.0,4.0,1.0
255,2020-10-26,1270129,201153.50,195829.00,HIDDEN,Canceled per Order,,,2.0,1.0,1428.0,7500.0,358119,92.0,16,8,2018,0.0,0.0,14.0,2.0
256,2020-10-26,1271175,362317.91,163090.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,2150.0,11500.0,585738,87.0,16,6,2017,0.0,0.0,3.0,2.0
257,2020-10-26,1271440,178607.12,76586.00,HIDDEN,Sold to Plaintiff,30100.00,09:12 AM,4.0,3.0,1660.0,0.0,0,58.0,16,5,2016,1.0,1.0,1.0,1.0
258,2020-10-26,1269505,546785.16,247000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1537.0,1953.0,285427,156.0,16,4,2016,0.0,1.0,4.0,6.0
259,2020-10-26,1267247,247140.50,194592.00,HIDDEN,Canceled per Bankruptcy,,,3.0,1.0,1012.0,10125.0,283510,69.0,16,10,2019,0.0,0.0,3.0,2.0
260,2020-10-26,1270576,18084.66,53355.00,18500.00,Canceled per Bankruptcy,,,2.0,2.0,1000.0,0.0,183492,53.0,16,12,2019,0.0,1.0,2.0,1.0
261,2020-10-26,1272307,3331892.39,946866.00,1100250.00,Sold to Plaintiff,600100.00,09:01 AM,2.0,3.0,2149.0,0.0,1546471,155.0,16,2,2012,1.0,1.0,6.0,1.0
262,2020-10-26,1270898,678417.11,374545.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,3815.0,11200.0,769016,166.0,16,1,2008,0.0,0.0,5.0,4.0
263,2020-10-26,1271945,2741389.78,2301182.00,HIDDEN,Canceled per Bankruptcy,,,4.0,4.0,3760.0,7500.0,2972695,39.0,16,15,2019,0.0,0.0,2.0,1.0
264,2020-10-26,1270039,48240.09,113139.00,HIDDEN,Canceled per Order,,,3.0,2.0,2077.0,5014.0,320484,54.0,16,16,2019,0.0,0.0,1.0,1.0
265,2020-10-26,1271153,321630.69,185665.00,HIDDEN,Canceled per Order,,,4.0,1.0,2093.0,8240.0,384176,53.0,16,9,2019,0.0,1.0,5.0,2.0
266,2020-10-26,1270035,543978.42,368000.00,338600.00,Sold to Plaintiff,25100.00,09:13 AM,2.0,2.0,1326.0,0.0,438933,116.0,16,7,2017,1.0,1.0,6.0,1.0
267,2020-10-26,1273658,361032.16,236000.00,HIDDEN,Sold to Plaintiff,238100.00,09:34 AM,1.0,1.0,1019.0,0.0,323903,60.0,16,14,2019,1.0,1.0,3.0,1.0
268,2020-10-26,1271277,226890.02,68899.00,226890.02,Sold to Plaintiff,125600.00,09:20 AM,3.0,2.0,1140.0,3754.0,216230,137.0,16,13,2019,1.0,0.0,9.0,1.0
270,2020-10-21,1272999,394080.40,308698.00,390000.00,Sold to Plaintiff,269100.00,09:54 AM,4.0,2.0,2223.0,3878.0,461361,123.0,27,18,2019,1.0,1.0,7.0,1.0
271,2020-10-21,1272998,460460.83,279753.00,HIDDEN,Sold to Plaintiff,140100.00,09:26 AM,3.0,2.0,1701.0,10041.72,525826,112.0,27,12,2018,1.0,0.0,13.0,1.0
272,2020-10-21,1270909,437671.77,264825.00,HIDDEN,Sold to Plaintiff,358100.00,09:22 AM,4.0,2.0,1300.0,7500.0,0,98.0,27,10,2018,1.0,0.0,6.0,3.0
273,2020-10-21,1270823,156020.92,74501.00,HIDDEN,Sold to 3rd Party,177100.00,09:17 AM,3.0,2.0,1716.0,0.0,229814,142.0,27,8,2017,1.0,1.0,6.0,5.0
276,2020-10-21,1270813,28873.16,268672.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1464.0,0.0,385009,58.0,27,16,2019,0.0,1.0,1.0,3.0
277,2020-10-21,1272299,21782.35,698740.00,HIDDEN,Sold to 3rd Party,27100.00,10:24 AM,1.0,1.0,849.0,0.0,851701,55.0,27,25,2020,1.0,1.0,1.0,1.0
